0	275
0	375
0	185
0	275
0	360
0	270
0	190
0	355
0	275
0	265
1	355
1	355
1	0
1	1050
1	355
1	360
1	755
1	375
1	90
1	370
2	90
2	655
2	0
2	185
2	375
2	270
2	455
2	1185
2	270
2	460
3	185
3	460
3	0
3	840
3	370
3	655
3	560
3	455
3	370
3	540
4	90
4	455
4	0
4	375
4	760
4	255
4	185
4	175
4	370
4	470
5	270
5	550
5	0
5	370
5	370
5	175
5	470
5	370
5	470
5	370
6	260
6	270
6	0
6	555
6	90
6	270
6	355
6	745
6	370
6	545
7	90
7	275
7	0
7	1510
7	270
7	275
7	175
7	470
7	440
7	355
8	270
8	270
8	0
8	185
8	175
8	805
8	180
8	635
8	170
8	730
9	375
9	355
9	85
9	565
9	375
9	370
9	85
9	190
9	375
9	175
10	1015
10	800
10	0
10	370
10	355
10	175
10	270
10	270
10	90
10	380
11	190
11	510
11	0
11	270
11	380
11	170
11	470
11	640
11	275
11	375
12	170
12	980
12	0
12	280
12	445
12	270
12	190
12	90
12	190
12	270
13	370
13	5130
13	0
13	265
13	260
13	640
13	270
13	275
13	175
13	185
14	270
14	5420
14	185
14	270
14	270
14	275
14	380
14	370
14	170
14	370
15	280
15	5025
15	0
15	270
15	270
15	445
15	270
15	270
15	265
15	355
16	175
16	7250
16	0
16	440
16	370
16	270
16	380
16	375
16	270
16	175
17	370
17	6965
17	185
17	90
17	180
17	375
17	175
17	370
17	380
17	365
18	370
18	7245
18	0
18	175
18	170
18	360
18	370
18	270
18	190
18	550
19	360
19	7235
19	0
19	175
19	270
19	90
19	370
19	270
19	270
19	4975
20	370
20	7075
20	0
20	270
20	460
20	90
20	190
20	270
20	90
20	735
21	375
21	7340
21	0
21	270
21	360
21	555
21	360
21	270
21	270
21	440
22	90
22	7300
22	50
22	175
22	375
22	180
22	275
22	270
22	90
22	375
23	270
23	7205
23	0
23	175
23	270
23	375
23	90
23	375
23	440
23	7270
24	460
24	7275
24	0
24	175
24	185
24	560
24	440
24	280
24	370
24	535
25	535
25	7115
25	185
25	375
25	175
25	355
25	380
25	85
25	270
25	375
26	375
26	7280
26	385
26	370
26	270
26	270
26	180
26	175
26	90
26	85
27	375
27	7470
27	0
27	270
27	170
27	270
27	90
27	270
27	175
27	85
28	470
28	7395
28	0
28	455
28	370
28	450
28	270
28	355
28	90
28	175
29	265
29	7340
29	0
29	275
29	565
29	270
29	190
29	360
29	255
29	270
30	380
30	7230
30	185
30	185
30	275
30	270
30	740
30	185
30	445
30	275
31	470
31	7105
31	185
31	375
31	375
31	550
31	190
31	355
31	85
31	185
32	270
32	7535
32	185
32	555
32	375
32	270
32	260
32	270
32	275
32	445
33	445
33	7285
33	385
33	175
33	270
33	655
33	380
33	185
33	90
33	625
34	360
34	7090
34	0
34	355
34	440
34	470
34	255
34	375
34	375
34	440
35	190
35	7250
35	485
35	370
35	445
35	270
35	370
35	355
35	275
35	360
36	270
36	7225
36	265
36	375
36	170
36	715
36	375
36	360
36	180
36	175
37	180
37	0
37	85
37	370
37	455
37	270
37	185
37	510
37	90
37	435
38	445
38	185
38	285
38	460
38	2795
38	270
38	85
38	2040
38	180
38	375
39	470
39	185
39	385
39	355
39	3635
39	190
39	85
39	1165
39	280
39	270
40	275
40	0
40	285
40	555
40	3835
40	175
40	270
40	6460
40	270
40	355
41	270
41	0
41	85
41	270
41	5530
41	360
41	260
41	7170
41	275
41	85
42	555
42	385
42	285
42	455
42	7375
42	190
42	90
42	6145
42	90
42	1935
43	370
43	185
43	565
43	85
43	6520
43	175
43	90
43	6855
43	365
43	1220
44	190
44	170
44	470
44	270
44	6750
44	275
44	180
44	7270
44	190
44	1085
45	660
45	185
45	385
45	270
45	7175
45	270
45	270
45	7400
45	370
45	940
46	170
46	85
46	285
46	355
46	7105
46	560
46	270
46	7155
46	270
46	620
47	190
47	0
47	0
47	90
47	7230
47	545
47	370
47	6780
47	255
47	900
48	375
48	0
48	185
48	85
48	7665
48	570
48	260
48	7000
48	90
48	3040
49	185
49	85
49	185
49	270
49	7540
49	375
49	175
49	6955
49	270
49	1650
50	270
50	185
50	750
50	270
50	6865
50	185
50	270
50	7285
50	370
50	3715
