1	1
1	1
1	0
1	9
1	1
1	1
1	1
1	2
1	1
1	1
1	1
1	1
1	0
1	1
1	1
1	0
1	1
1	1
1	3
1	0
1	1
1	2
1	1
1	1
1	0
1	1
1	0
1	2
1	0
1	1
2	1
2	1
2	1
2	7
2	2
2	2
2	1
2	2
2	0
2	0
2	1
2	1
2	1
2	1
2	0
2	1
2	3
2	1
2	2
2	1
2	0
2	4
2	1
2	0
2	0
2	0
2	1
2	1
2	1
2	1
3	2
3	1
3	1
3	8
3	1
3	15
3	2
3	3
3	1
3	1
3	1
3	1
3	1
3	3
3	7
3	1
3	2
3	2
3	3
3	1
3	1
3	8
3	2
3	0
3	1
3	2
3	3
3	5
3	3
3	1
4	17
4	2
4	1
4	8
4	0
4	11
4	4
4	4
4	1
4	1
4	1
4	2
4	1
4	11
4	6
4	2
4	2
4	1
4	5
4	1
4	1
4	10
4	4
4	1
4	2
4	2
4	5
4	5
4	2
4	1
5	10
5	6
5	0
5	14
5	1
5	9
5	1
5	3
5	1
5	2
5	0
5	2
5	1
5	6
5	8
5	3
5	3
5	2
5	3
5	2
5	0
5	9
5	1
5	3
5	8
5	3
5	5
5	3
5	2
5	9
6	5
6	7
6	1
6	14
6	1
6	15
6	3
6	2
6	1
6	1
6	1
6	1
6	0
6	11
6	11
6	3
6	1
6	3
6	9
6	1
6	1
6	11
6	2
6	5
6	12
6	2
6	4
6	4
6	2
6	6
7	10
7	6
7	0
7	18
7	1
7	8
7	1
7	5
7	6
7	1
7	1
7	2
7	1
7	12
7	10
7	5
7	1
7	2
7	3
7	3
7	1
7	14
7	2
7	6
7	11
7	3
7	4
7	2
7	3
7	7
8	11
8	9
8	1
8	12
8	1
8	10
8	3
8	2
8	3
8	4
8	0
8	1
8	1
8	14
8	11
8	1
8	4
8	4
8	6
8	3
8	1
8	14
8	2
8	11
8	13
8	2
8	4
8	4
8	10
8	6
9	12
9	7
9	0
9	17
9	2
9	10
9	2
9	3
9	1
9	4
9	1
9	1
9	0
9	13
9	15
9	2
9	2
9	3
9	7
9	9
9	1
9	12
9	1
9	6
9	9
9	4
9	2
9	2
9	12
9	12
10	15
10	10
10	1
10	13
10	1
10	12
10	2
10	4
10	3
10	3
10	1
10	1
10	1
10	11
10	11
10	4
10	3
10	1
10	4
10	8
10	4
10	12
10	3
10	6
10	13
10	5
10	2
10	2
10	12
10	24
11	13
11	8
11	1
11	12
11	1
11	14
11	1
11	4
11	2
11	2
11	1
11	1
11	1
11	13
11	12
11	2
11	3
11	5
11	7
11	7
11	5
11	15
11	3
11	16
11	9
11	2
11	4
11	6
11	11
11	10
12	12
12	9
12	1
12	9
12	2
12	10
12	1
12	4
12	4
12	2
12	1
12	1
12	0
12	12
12	11
12	4
12	3
12	4
12	4
12	11
12	5
12	12
12	2
12	30
12	12
12	8
12	3
12	2
12	16
12	26
13	13
13	10
13	1
13	11
13	1
13	10
13	4
13	4
13	1
13	4
13	1
13	5
13	4
13	18
13	10
13	3
13	3
13	4
13	9
13	13
13	6
13	12
13	2
13	23
13	11
13	11
13	4
13	6
13	10
13	25
14	7
14	5
14	1
14	29
14	1
14	11
14	4
14	2
