1	1
1	1
1	2
1	2
1	1
1	1
1	0
1	1
1	1
2	1
2	9
2	0
2	4
2	1
2	1
2	1
2	1
2	1
3	0
3	12
3	1
3	10
3	1
3	1
3	1
3	2
3	1
4	1
4	47
4	3
4	6
4	1
4	0
4	1
4	6
4	1
5	0
5	81
5	4
5	9
5	3
5	1
5	0
5	5
5	1
6	2
6	54
6	4
6	8
6	9
6	1
6	1
6	10
6	3
7	2
7	56
7	3
7	6
7	6
7	2
7	1
7	10
7	2
8	1
8	70
8	10
8	5
8	9
8	6
8	0
8	12
8	6
9	2
9	72
9	15
9	8
9	11
9	7
9	2
9	12
9	4
10	1
10	84
10	12
10	10
10	12
10	13
10	1
10	16
10	5
11	1
11	79
11	13
11	14
11	13
11	15
11	1
11	12
11	8
12	2
12	68
12	14
12	11
12	8
12	15
12	1
12	12
12	6
13	4
13	73
13	12
13	10
13	9
13	13
13	0
13	15
13	6
14	4
14	71
14	16
14	14
14	13
14	14
14	1
14	13
14	14
15	8
15	56
15	14
15	8
15	13
15	11
15	1
15	13
15	10
16	8
16	75
16	11
16	10
16	18
16	13
16	1
16	9
16	6
17	6
17	68
17	11
17	6
17	16
17	12
17	0
17	17
17	10
18	7
18	74
18	14
18	12
18	13
18	15
18	0
18	10
18	5
19	9
19	80
19	9
19	5
19	12
19	12
19	1
19	15
19	16
20	15
20	28
20	12
20	7
20	12
20	13
20	0
20	14
20	8
21	15
21	63
21	15
21	5
21	11
21	12
21	1
21	11
21	5
22	24
22	57
22	16
22	7
22	11
22	11
22	1
22	14
22	11
23	28
23	41
23	15
23	12
23	15
23	9
23	0
23	14
23	13
24	39
24	66
24	10
24	12
24	14
24	12
24	0
24	13
24	6
25	38
25	30
25	15
25	7
25	12
25	12
25	1
25	14
25	8
26	29
26	73
26	13
26	7
26	13
26	12
26	0
26	11
26	6
27	42
27	54
27	13
27	13
27	19
27	14
27	1
27	15
27	16
28	40
28	41
28	11
28	7
28	13
28	10
28	0
28	12
28	9
29	46
29	81
29	22
29	5
29	15
29	9
29	1
29	15
29	9
30	52
30	54
30	20
30	5
30	13
30	10
30	0
30	10
30	11
31	38
31	53
31	16
31	11
31	14
31	11
31	1
31	16
31	17
32	41
32	56
32	11
32	4
32	10
32	13
32	1
32	11
32	9
33	52
33	48
33	11
33	9
33	17
33	11
33	1
33	13
33	14
34	50
34	35
34	13
34	5
34	10
34	11
34	1
34	12
34	8
35	53
35	66
35	12
35	8
35	22
35	10
35	1
35	14
35	7
36	57
36	51
36	16
36	6
36	21
36	15
36	1
36	11
36	7
37	47
37	69
37	10
37	6
37	11
37	12
37	0
37	11
37	5
38	51
38	64
38	14
38	6
38	14
38	15
38	1
38	12
38	9
39	53
39	75
39	9
39	12
39	13
39	12
39	1
39	12
39	9
40	59
40	77
40	10
40	14
40	15
40	13
40	1
40	15
40	12
41	53
41	54
41	14
41	6
41	14
41	16
41	1
41	15
41	16
42	52
42	55
42	15
42	7
42	10
42	8
42	1
42	11
42	10
43	76
43	82
43	9
43	5
43	15
43	13
43	0
43	12
43	12
44	59
44	68
44	13
44	5
44	10
44	13
44	1
44	14
44	12
45	57
45	58
45	13
45	4
45	13
45	12
45	1
45	16
45	13
46	67
46	40
46	16
46	4
46	10
46	10
46	0
46	11
46	8
47	53
47	57
47	12
47	3
47	12
47	14
47	1
47	12
47	6
48	53
48	58
48	9
48	7
48	12
48	10
48	0
48	11
48	13
49	58
49	72
49	11
49	8
49	12
49	13
49	1
49	12
49	14
